a_id,a_subtype,at_ip,at_fqdn,a_tags,v_name,v_description,v_remedy,v_severity,v_location,v_cve,v_cwe,v_published_datetime,v_tags,v_details
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",TLS/SSL Server Supports The Use of Static Key Ciphers,TLS/SSL Server Supports The Use of Static Key Ciphers,Please refer to vendor security advisory for remediation steps.,5,/,,,01-02-2015 00:00:00,"[{""key"": ""severity"", ""value"": ""Moderate""}]","{""cvss_v2"": ""2.6"", ""risk_score"": ""174"", ""instances"": ""90"", ""modified_on"": ""4/1/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Apache HTTPD: Apache HTTP Server: mod_ssl access control bypass with session resumption (CVE-2025-23048),Apache HTTPD: Apache HTTP Server: mod_ssl access control bypass with session resumption (CVE-2025-23048),Please refer to vendor security advisory for remediation steps.,10,/,CVE-2025-23048,,10-07-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Critical""}, {""key"": ""cvss_v3"", ""value"": ""9.1""}]","{""cvss_v2"": ""9.4"", ""cvss_v3"": ""9.1"", ""risk_score"": ""609"", ""instances"": ""2"", ""modified_on"": ""11/6/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Ubuntu: (Multiple Advisories) (CVE-2020-15705): GRUB 2 vulnerabilities,Ubuntu: (Multiple Advisories) (CVE-2020-15705): GRUB 2 vulnerabilities,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2020-15705,,29-07-2020 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""6.4""}]","{""cvss_v2"": ""4.4"", ""cvss_v3"": ""6.4"", ""risk_score"": ""428"", ""instances"": ""2"", ""modified_on"": ""8/18/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2022-3099: vim -- security update,Debian: CVE-2022-3099: vim -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2022-3099,,03-09-2022 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""7.8""}]","{""cvss_v2"": ""6.9"", ""cvss_v3"": ""7.8"", ""risk_score"": ""522"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-23136: linux, linux-6.1 -- security update","Debian: CVE-2025-23136: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-23136,,16-04-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""1"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2023-23916: curl -- security update,Debian: CVE-2023-23916: curl -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2023-23916,,23-02-2023 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""6.5""}]","{""cvss_v2"": ""7.1"", ""cvss_v3"": ""6.5"", ""risk_score"": ""435"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-21905: linux, linux-6.1 -- security update","Debian: CVE-2025-21905: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-21905,,01-04-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""7.1""}]","{""cvss_v2"": ""6.2"", ""cvss_v3"": ""7.1"", ""risk_score"": ""475"", ""instances"": ""1"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-38138: linux, linux-6.1 -- security update","Debian: CVE-2025-38138: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-38138,,04-07-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""7.0""}]","{""cvss_v2"": ""4.9"", ""cvss_v3"": ""7.0"", ""risk_score"": ""469"", ""instances"": ""29"", ""modified_on"": ""10/24/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2022-36946: linux -- security update,Debian: CVE-2022-36946: linux -- security update,Please refer to vendor security advisory for remediation steps.,10,/,CVE-2022-36946,,27-07-2022 00:00:00,"[{""key"": ""severity"", ""value"": ""Critical""}, {""key"": ""cvss_v3"", ""value"": ""7.5""}]","{""cvss_v2"": ""7.8"", ""cvss_v3"": ""7.5"", ""risk_score"": ""502"", ""instances"": ""5"", ""modified_on"": ""1/28/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2023-3354: qemu -- security update,Debian: CVE-2023-3354: qemu -- security update,Please refer to vendor security advisory for remediation steps.,10,/,CVE-2023-3354,,11-07-2023 00:00:00,"[{""key"": ""severity"", ""value"": ""Critical""}, {""key"": ""cvss_v3"", ""value"": ""7.5""}]","{""cvss_v2"": ""7.8"", ""cvss_v3"": ""7.5"", ""risk_score"": ""502"", ""instances"": ""6"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2023-0796: tiff -- security update,Debian: CVE-2023-0796: tiff -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2023-0796,,13-02-2023 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""6.8""}]","{""cvss_v2"": ""5.6"", ""cvss_v3"": ""6.8"", ""risk_score"": ""455"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2024-35955: linux -- security update,Debian: CVE-2024-35955: linux -- security update,Please refer to vendor security advisory for remediation steps.,10,/,CVE-2024-35955,,20-05-2024 00:00:00,"[{""key"": ""severity"", ""value"": ""Critical""}, {""key"": ""cvss_v3"", ""value"": ""8.8""}]","{""cvss_v2"": ""9.0"", ""cvss_v3"": ""8.8"", ""risk_score"": ""589"", ""instances"": ""6"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2024-26645: linux -- security update,Debian: CVE-2024-26645: linux -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2024-26645,,26-03-2024 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""6"", ""modified_on"": ""7/28/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2024-35902: linux -- security update,Debian: CVE-2024-35902: linux -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2024-35902,,19-05-2024 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""6"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-22010: linux, linux-6.1 -- security update","Debian: CVE-2025-22010: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-22010,,08-04-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""1"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2023-1855: linux -- security update,Debian: CVE-2023-1855: linux -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2023-1855,,05-04-2023 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""6.3""}]","{""cvss_v2"": ""6.0"", ""cvss_v3"": ""6.3"", ""risk_score"": ""422"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2024-26807: linux, linux-6.1 -- security update","Debian: CVE-2024-26807: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2024-26807,,04-04-2024 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""1"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2022-29187: git -- security update,Debian: CVE-2022-29187: git -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2022-29187,,12-07-2022 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""7.8""}]","{""cvss_v2"": ""6.9"", ""cvss_v3"": ""7.8"", ""risk_score"": ""522"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2024-26772: linux -- security update,Debian: CVE-2024-26772: linux -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2024-26772,,03-04-2024 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""6"", ""modified_on"": ""2/20/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2023-1380: linux -- security update,Debian: CVE-2023-1380: linux -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2023-1380,,27-03-2023 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""7.1""}]","{""cvss_v2"": ""6.2"", ""cvss_v3"": ""7.1"", ""risk_score"": ""475"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2019-19126: glibc -- security update,Debian: CVE-2019-19126: glibc -- security update,Please refer to vendor security advisory for remediation steps.,5,/,CVE-2019-19126,,19-11-2019 00:00:00,"[{""key"": ""severity"", ""value"": ""Moderate""}, {""key"": ""cvss_v3"", ""value"": ""3.3""}]","{""cvss_v2"": ""2.1"", ""cvss_v3"": ""3.3"", ""risk_score"": ""221"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-37913: linux, linux-6.1 -- security update","Debian: CVE-2025-37913: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-37913,,20-05-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""6.3""}]","{""cvss_v2"": ""6.2"", ""cvss_v3"": ""6.3"", ""risk_score"": ""422"", ""instances"": ""1"", ""modified_on"": ""10/24/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2021-20181: qemu -- security update,Debian: CVE-2021-20181: qemu -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2021-20181,,19-02-2021 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""7.5""}]","{""cvss_v2"": ""6.9"", ""cvss_v3"": ""7.5"", ""risk_score"": ""502"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-23147: linux, linux-6.1 -- security update","Debian: CVE-2025-23147: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-23147,,01-05-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""1"", ""modified_on"": ""11/7/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-37854: linux, linux-6.1 -- security update","Debian: CVE-2025-37854: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-37854,,09-05-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""6.0"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""1"", ""modified_on"": ""10/24/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-37739: linux, linux-6.1 -- security update","Debian: CVE-2025-37739: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-37739,,01-05-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""7.1""}]","{""cvss_v2"": ""6.2"", ""cvss_v3"": ""7.1"", ""risk_score"": ""475"", ""instances"": ""1"", ""modified_on"": ""11/6/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-38193: linux, linux-6.1 -- security update","Debian: CVE-2025-38193: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-38193,,04-07-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""4.4""}]","{""cvss_v2"": ""4.4"", ""cvss_v3"": ""4.4"", ""risk_score"": ""295"", ""instances"": ""29"", ""modified_on"": ""10/24/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2023-52609: linux -- security update,Debian: CVE-2023-52609: linux -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2023-52609,,18-03-2024 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""4.7""}]","{""cvss_v2"": ""4.4"", ""cvss_v3"": ""4.7"", ""risk_score"": ""315"", ""instances"": ""6"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2023-0215: openssl -- security update,Debian: CVE-2023-0215: openssl -- security update,Please refer to vendor security advisory for remediation steps.,10,/,CVE-2023-0215,,09-02-2023 00:00:00,"[{""key"": ""severity"", ""value"": ""Critical""}, {""key"": ""cvss_v3"", ""value"": ""7.5""}]","{""cvss_v2"": ""7.8"", ""cvss_v3"": ""7.5"", ""risk_score"": ""502"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-38498: linux, linux-6.1 -- security update","Debian: CVE-2025-38498: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-38498,,31-07-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""7.3""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""7.3"", ""risk_score"": ""489"", ""instances"": ""29"", ""modified_on"": ""10/24/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Database Open Access,Database Open Access,Please refer to vendor security advisory for remediation steps.,8,/,,,01-01-2010 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}]","{""cvss_v2"": ""5.0"", ""risk_score"": ""335"", ""instances"": ""81"", ""modified_on"": ""4/1/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-22089: linux, linux-6.1 -- security update","Debian: CVE-2025-22089: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-22089,,16-04-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""1"", ""modified_on"": ""11/4/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2024-35830: linux -- security update,Debian: CVE-2024-35830: linux -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2024-35830,,17-05-2024 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""6"", ""modified_on"": ""2/18/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2022-3707: linux -- security update,Debian: CVE-2022-3707: linux -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2022-3707,,06-03-2023 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2023-28486: sudo -- security update,Debian: CVE-2023-28486: sudo -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2023-28486,,16-03-2023 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.3""}]","{""cvss_v2"": ""5.0"", ""cvss_v3"": ""5.3"", ""risk_score"": ""355"", ""instances"": ""1"", ""modified_on"": ""8/15/25""}"
